Date,Teams,Favorite/Underdog,Score,Spread Min,Spread Max,Moneyline,Payout,Win Percentage,Number of Wins,Number of Losses,Sample Size,EV,Win/Loss

20091027,Cleveland Cavaliers,(Favorite), 89 ,-5.0,-5.0,-200.0,0.5,0.6639919759277834,-0.004012036108324957
,Boston Celtics,(Underdog), 95 ,5.0,5.0,185.0,1.85,0.3360080240722166,-0.042377131394182754

20091027,Los Angeles Lakers,(Favorite), 99 ,-12.0,-11.5,-700.0,0.14285714285714285,0.8801242283831837,0.005856261009352798
,Los Angeles Clippers,(Underdog), 92 ,11.5,12.0,700.0,7.0,0.11987577161681624,-0.040993827065470057

20091028,Orlando Magic,(Favorite), 120 ,-10.5,-9.5,-500.0,0.2,0.8484194638768213,0.018103356652185598
,Philadelphia 76ers,(Underdog), 106 ,9.5,10.5,550.0,5.5,0.15158053612317862,-0.014726515199338985

20091028,Atlanta Hawks,(Favorite), 120 ,-8.0,-7.5,-350.0,0.2857142857142857,0.7588137315854686,-0.024382345104397518
,Indiana Pacers,(Underdog), 109 ,7.5,8.0,350.0,3.5,0.24118626841453147,0.0853382078653917

20091028,Cleveland Cavaliers,(Favorite), 91 ,-7.5,-6.5,-250.0,0.4,0.7382829997042283,0.033596199585919584
,Toronto Raptors,(Underdog), 101 ,6.5,7.5,280.0,2.8,0.2617170002957718,-0.0054753988760672945

20091028,Miami Heat,(Favorite), 115 ,-5.5,-5.0,-215.0,0.46511627906976744,0.667060536166673,-0.022678749337199933
,New York Knicks,(Underdog), 93 ,5.0,5.5,190.0,1.9,0.332939463833327,-0.034475554883351744

20091028,Detroit Pistons,(Favorite), 96 ,-2.0,0.0,-127.0,0.7874015748031497,0.5134410284363666,-0.08227469720428954
,Memphis Grizzlies,(Underdog), 74 ,0.0,2.0,120.0,1.2,0.4865589715636334,0.07042973743999348

20091028,Oklahoma City Thunder,(Favorite), 102 ,-6.5,-6.5,-300.0,0.3333333333333333,0.708974358974359,-0.05470085470085467
,Sacramento Kings,(Underdog), 89 ,6.5,6.5,220.0,2.2,0.29102564102564105,-0.06871794871794856

20091028,New Jersey Nets,(Favorite), 93 ,-3.0,-2.0,105.0,1.05,0.5482906379707939,0.12399580784012754
,Minnesota Timberwolves,(Underdog), 95 ,2.0,3.0,125.0,1.25,0.45170936202920614,0.016346064565713747

20091028,Denver Nuggets,(Favorite), 114 ,-5.5,-5.0,-200.0,0.5,0.6681273598409757,0.0021910397614635646
,Utah Jazz,(Underdog), 105 ,5.0,5.5,200.0,2.0,0.33187264015902423,-0.004382079522927351

20091028,Golden State Warriors,(Favorite), 107 ,-6.0,-5.5,-220.0,0.45454545454545453,0.7000679925208226,0.018280716393923813
,Houston Rockets,(Underdog), 108 ,5.5,6.0,220.0,2.2,0.2999320074791773,-0.040217576066632454

20091028,Phoenix Suns,(Favorite), 109 ,-3.5,-2.5,-135.0,0.7407407407407407,0.5962214070657994,0.037866893781206334
,Los Angeles Clippers,(Underdog), 107 ,2.5,3.5,140.0,1.4,0.40377859293420054,-0.0309313769579187

20091029,San Antonio Spurs,(Favorite), 85 ,-3.0,-2.0,-145.0,0.6896551724137931,0.574317488394729,-0.029601485126147575
,Chicago Bulls,(Underdog), 92 ,2.0,3.0,145.0,1.45,0.4256825116052711,0.04292215343291428

20091029,Portland Trail Blazers,(Favorite), 94 ,-7.5,-7.0,-320.0,0.3125,0.7413479293062517,-0.026980842785544634
,Denver Nuggets,(Underdog), 97 ,7.0,7.5,300.0,3.0,0.25865207069374835,0.03460828277499339

20091030,Philadelphia 76ers,(Favorite), 99 ,-6.5,-6.0,-270.0,0.37037037037037035,0.7088604641449269,-0.02859862320880391
,Milwaukee Bucks,(Underdog), 86 ,6.0,6.5,230.0,2.3,0.2911395358550732,-0.039239531678258444

20091030,Atlanta Hawks,(Favorite), 100 ,-6.5,-5.5,-250.0,0.4,0.7068992768858473,-0.010341012359813773
,Washington Wizards,(Underdog), 89 ,5.5,6.5,230.0,2.3,0.2931007231141528,-0.03276761372329584

20091030,Boston Celtics,(Favorite), 118 ,-11.5,-11.5,-800.0,0.125,0.8704453441295547,-0.020748987854251014
,Chicago Bulls,(Underdog), 90 ,11.5,12.0,700.0,7.0,0.12955465587044535,0.036437246963562764

20091030,Toronto Raptors,(Favorite), 107 ,-2.5,-2.0,-135.0,0.7407407407407407,0.5848928252930186,0.018146769954513753
,Memphis Grizzlies,(Underdog), 115 ,2.0,2.5,135.0,1.35,0.4151071747069815,-0.02449813943859347

20091030,Cleveland Cavaliers,(Favorite), 104 ,-12.5,-12.0,-950.0,0.10526315789473684,0.896574026890361,-0.00904975975275886
,Minnesota Timberwolves,(Underdog), 87 ,12.0,12.5,750.0,7.5,0.10342597310963898,-0.12087922856806865

20091030,Orlando Magic,(Favorite), 95 ,-10.0,-9.5,-600.0,0.16666666666666666,0.8205308128016479,-0.04271405173141085
,New Jersey Nets,(Underdog), 85 ,9.5,10.0,450.0,4.5,0.17946918719835223,-0.012919470409062717

20091030,Utah Jazz,(Favorite), 111 ,-9.5,-9.5,-500.0,0.2,0.8018223234624146,-0.03781321184510253
,Los Angeles Clippers,(Underdog), 98 ,9.5,9.5,400.0,4.0,0.19817767653758542,-0.009111617312072884

20091030,Phoenix Suns,(Favorite), 123 ,-5.5,-5.5,-240.0,0.4166666666666667,0.6749116607773852,-0.04387514723203767
,Golden State Warriors,(Underdog), 101 ,5.5,5.5,210.0,2.1,0.3250883392226148,0.007773851590106018

20091030,Los Angeles Lakers,(Favorite), 80 ,-9.0,-7.5,-400.0,0.25,0.7648541821538672,-0.04393227230766594
,Dallas Mavericks,(Underdog), 94 ,7.5,9.0,330.0,3.3,0.23514581784613275,0.011127016738370799

20091031,Washington Wizards,(Favorite), 123 ,-6.5,-6.0,-250.0,0.4,0.7094673542131675,-0.006745704101565442
